country,abr,co2_prod,coef_ineq,diff_hdi_phdi,gdi,gii,hdi,ihdi,ineq_edu,ineq_inc,ineq_le,lfpr_f,lfpr_m,loss,mf,mmr,phdi,pr_f,pr_m,se_f,se_m,continent
Afghanistan,82.565,0.312376488,19.683580538139257,0.836820084,0.681,0.678,0.478,0.42151037773547034,45.36517,-12.479795530745466,26.16536713,14.848,66.515,19.47477626909344,1.38,638.0,0.474,27.21518987,72.78481013,6.395730019,14.86571026,Asia
Albania,14.517,1.575753953,10.76768488,7.16080402,1.007,0.144,0.796,0.71,12.33344,13.17898,6.790634632,50.733,66.154,10.8040201,12.96,15.0,0.739,35.71428571,64.28571429,95.38750547,93.03841453,Europe
Algeria,11.714,3.534590875,19.07287475,7.785234899,0.88,0.499,0.745,0.598,33.28262,11.5052,12.43080425,15.684,64.48,19.73154362,11.21,112.0,0.687,7.481751825,92.51824818,46.04397589,56.92760312,Africa
Andorra,5.887,6.034944671,17.203646013990575,10.924719234557152,0.9948601281993481,0.1620403565227474,0.858,0.714452073259533,10.00815435,36.30487395471151,5.297909737,52.50829051679313,70.18898229391654,17.9542101485208,14.049766177998725,2.0,0.7631153477768727,46.42857143,53.57142857,70.66585436,72.42209721,Europe
Angola,138.402,0.675409733,30.41216757,1.535836177,0.903,0.537,0.586,0.407,34.17144,28.87733,28.1877327,73.968,79.071,30.54607509,2.18,241.0,0.577,29.54545455,70.45454545,28.1639,51.54617,Africa
Antigua and Barbuda,33.11,4.395122997,17.83485914249303,10.575379568290892,0.9726168890640657,0.2775397476211093,0.788,0.649303803256917,20.641627217563965,28.11664426597594,4.746305943,49.94834445272013,71.61426428895136,18.547535739929433,15.832819977794811,42.0,0.6988912860401146,31.42857143,68.57142857,61.05966165282422,64.52079059786001,America
Argentina,39.065,3.473291552,13.83730084,9.857482185,0.997,0.287,0.842,0.72,5.78729,28.099767,7.624845505,50.01,71.603,14.48931116,15.81,39.0,0.759,44.3768997,55.6231003,70.95140102,71.41679445,America
Armenia,18.511,1.987788379,9.136398122,4.216073781,1.001,0.216,0.759,0.688,2.93495,17.43837,7.035874367,42.663,63.004,9.354413702,5.95,26.0,0.727,33.64485981,66.35514019,96.00138092,97.05095673,Asia
Australia,8.096,15.36837971,7.640183183,33.01787592,0.968,0.073,0.951,0.876,3.056569899,17.126,2.73797965,61.057,70.547,7.886435331,46.82,6.0,0.637,37.88546256,62.11453744,94.58006287,94.43006897,Oceania
Austria,5.521,6.732425105,6.904079795,16.37554585,0.98,0.053,0.916,0.851,2.52241,14.93291,3.256919384,55.514,66.283,7.096069869,24.62,5.0,0.766,39.3442623,60.6557377,100.0,100.0,Europe
Azerbaijan,40.079,3.720272365,7.915732963,7.651006711,0.974,0.294,0.745,0.685,3.56506161,8.859,11.32313728,60.366,67.342,8.053691275,10.56,26.0,0.688,18.18181818,81.81818182,93.6227417,97.56490326,Asia
Bahamas,25.686,5.944655227,17.78325180525419,21.92118227,1.0184392779072995,0.329,0.812,0.6658984392014451,6.917101819,37.693556013199775,8.739097595,65.627,71.486,18.408746156674823,37.8,70.0,0.634,20.0,80.0,86.99974025,89.93165835,America
Bahrain,8.676,20.54572969,17.275658436647518,26.05714286,0.927,0.181,0.875,0.7367727603471084,12.56789221,34.752342521897255,4.50674057,42.361,83.531,17.999518632351794,23.83,14.0,0.647,18.75,81.25,79.90357208,83.08016205,Asia
Bangladesh,75.496,0.563737615,23.13718939,1.815431165,0.898,0.53,0.661,0.503,37.31177,16.55655,15.54324818,34.869,78.782,23.903177,2.88,173.0,0.649,20.85714286,79.14285714,50.61270905,58.54695892,Asia
Barbados,42.297,3.781470204,15.71572331,10.524935799524945,1.034,0.268,0.79,0.657,5.54685,33.58537775,8.014942169,56.055,63.727,16.83544304,16.66841266693276,27.0,0.70879273748009,29.41176471,70.58823529,95.38591214,86.00105471,America
Belarus,11.85,6.07931383,5.255721395,7.054455446,1.011,0.104,0.808,0.765,2.77203,9.64549,3.349644184,57.311,71.387,5.321782178,5.59,2.0,0.751,34.70588235,65.29411765,97.47853851,99.02928162,Europe
Belgium,5.33,7.226205719,6.587387026,20.81109925,0.978,0.048,0.937,0.874,5.87561,10.30447,3.582081079,49.842,58.812,6.723585912,33.45,5.0,0.742,42.85714286,57.14285714,87.21031952,89.70520782,Europe
Belize,57.127,1.465666402,20.6622413,6.734992679,0.975,0.364,0.683,0.535,14.81278,37.92633,9.247613907,46.897,76.752,21.66910688,12.21,36.0,0.637,19.56521739,80.43478261,54.48728943,49.83901978,America
Benin,92.259,0.552890326,36.1098793,1.904761905,0.88,0.602,0.525,0.334,43.69355,31.97436,32.66172791,69.334,72.599,36.38095238,3.4,397.0,0.515,8.43373494,91.56626506,21.06531874,34.43517121,Africa
Bhutan,18.977,2.495308499,27.70138498,16.96696697,0.937,0.415,0.666,0.471,48.22657529,19.95514103,14.92243862,51.625,67.397,29.27927928,32.43,183.0,0.553,16.66666667,83.33333333,23.56883049,32.3101387,Asia
Bolivia (Plurinational State of),63.792,1.773319863,20.47608422,6.502890173,0.964,0.418,0.692,0.549,16.54294,26.863258,18.02205467,68.283,83.765,20.66473988,11.32,155.0,0.647,48.19277108,51.80722892,60.10496902,69.68730927,America
Bosnia and Herzegovina,9.86,6.528247977,12.97720744,11.41025641,0.94,0.136,0.78,0.677,14.78890508,20.16037,3.98234725,32.257,52.351,13.20512821,14.44,10.0,0.691,24.56140351,75.43859649,82.73858643,94.02471924,Europe
Botswana,49.324,2.772080776,19.040508633565143,8.658008658,0.981,0.468,0.693,0.5585739953978235,23.27683,12.279765959880438,21.56492996,56.282,65.148,19.413080944728943,14.19,144.0,0.633,10.76923077,89.23076923,91.28,91.78,Africa
Brazil,45.2,2.198836949,22.31580091,10.34482759,0.994,0.39,0.754,0.576,15.65257,41.306376,9.988456726,49.11,68.24,23.60742706,18.87,60.0,0.676,14.81481481,85.18518519,62.44875545,59.09576637,America
Brunei Darussalam,9.978,23.22054316,17.485369994231593,56.81544029,0.984,0.259,0.829,0.6968939255559641,18.74886554659273,26.203804547072984,7.503439903,54.069,72.339,18.233602966233217,85.7,31.0,0.358,9.090909091,90.90909091,70.44,71.2,Asia
Bulgaria,38.605,5.388845994,11.37176091,10.94339623,0.995,0.21,0.795,0.701,5.93179,23.00311,5.180382729,49.143,62.636,11.82389937,15.02,10.0,0.708,23.75,76.25,94.88394165,96.54078674,Europe
Burkina Faso,110.509,0.189903275,29.27530611,1.559020045,0.903,0.621,0.449,0.315,39.15279412,17.31173505,31.36138916,57.237,72.725,29.844098,2.96,320.0,0.442,6.299212598,93.7007874,11.28843615,17.11972185,Africa
Burundi,53.621,0.050642582,28.67465287,0.938967136,0.935,0.505,0.426,0.302,39.48821,20.92933,25.60641861,78.991,77.379,29.10798122,1.71,548.0,0.422,38.88888889,61.11111111,7.799910319,13.04688639,Africa
Cabo Verde,55.228,0.98910586,19.309754235852118,9.87312572297044,0.981,0.349,0.662,0.5332041772081865,27.38759118,21.74731041354525,8.794361115,46.91,61.705,19.97592793866724,19.644126904803677,58.0,0.5875779667265288,38.88888889,61.11111111,28.77587928,31.23702564,Africa
Cambodia,45.453,0.916659614,19.00450602,3.372681282,0.926,0.461,0.593,0.479,27.30485,14.34211,15.36655807,73.96,85.918,19.22428331,5.7,160.0,0.573,19.78609626,80.21390374,18.32,31.7,Asia
Cameroon,110.378,0.259524431,31.72993835,1.215277778,0.885,0.565,0.576,0.393,31.71699,34.98911,28.48371506,70.154,80.747,31.77083333,2.13,529.0,0.569,31.07142857,68.92857143,36.84196776,54.95841188,Africa
Canada,6.978,14.19693746,7.901529772,26.6025641,0.988,0.069,0.936,0.86,2.521,17.077,4.106589317,60.801,69.741,8.11965812,35.05,10.0,0.687,34.41860465,65.58139535,100.0,100.0,America
Central African Republic,160.507,0.038906639,40.13981348,0.742574257,0.81,0.672,0.404,0.24,35.19785,49.19459,36.02700043,63.312,79.486,40.59405941,1.57,829.0,0.401,12.85714286,87.14285714,13.94,31.56,Africa
Chad,138.306,0.055540457,35.99797978,3.807106599,0.77,0.652,0.394,0.251,42.9329,26.50219,38.55884933,46.914,69.927,36.29441624,8.26,1140.0,0.379,32.25806452,67.74193548,7.739064493,24.36999639,Africa
Chile,24.082,4.24621503,14.97303049,9.356725146,0.967,0.187,0.855,0.722,11.73821662,28.273047,4.907827854,44.172,65.547,15.55555556,13.5,13.0,0.775,32.68292683,67.31707317,80.2849261,83.47512015,America
China,11.048,7.411735759,14.77805961,15.625,0.984,0.192,0.768,0.651,11.68,27.391,5.263178825,61.612,74.29,15.234375,21.96,29.0,0.648,24.94117647,75.05882353,78.28194698,85.35439944,Asia
Colombia,59.034,1.751176049,20.57743344,5.45212766,0.984,0.424,0.752,0.589,14.64929,37.712196,9.370814323,52.182,77.998,21.67553191,9.09,83.0,0.711,19.63636364,80.36363636,58.85783005,56.54455185,America
Comoros,58.173,0.29721677,43.06900853,10.040244636327493,0.891,0.61299052184212,0.558,0.31,47.61438,56.01338,25.57926559,32.119,54.534,44.44444444,21.096298587392106,273.0,0.48043515251502106,16.66666667,83.33333333,20.55541836675345,29.849520371595077,Africa
Congo,103.633,0.564833429,24.30610437,1.22591944,0.934,0.564,0.571,0.432,20.93222,30.99925,20.98684311,65.062,67.605,24.34325744,1.88,378.0,0.564,13.63636364,86.36363636,47.98,51.98,Africa
Congo (Democratic Republic of the),108.962,0.027660353,28.68733521,1.252609603,0.885,0.601,0.479,0.341,26.76947,27.63249,31.66004562,61.209,69.065,28.81002088,2.75,473.0,0.473,14.28571429,85.71428571,40.27580654,69.11574797,Africa
Costa Rica,37.148,1.552260862,16.96065133,7.787391842,0.996,0.256,0.809,0.664,11.57677,33.41354,5.891644001,47.527,71.142,17.92336218,14.43,27.0,0.746,45.61403509,54.38596491,56.2360611,54.53149033,America
Croatia,8.637,4.136637154,6.984191534,10.95571096,0.995,0.093,0.858,0.797,4.24197,12.9537,3.756904602,45.925,58.751,7.10955711,17.06,8.0,0.764,31.12582781,68.87417219,96.9785849,100.0,Europe
Cuba,48.82,1.779198659,17.883624972413028,5.628272251,0.961,0.303,0.764,0.6205229090180151,9.09712,39.925692684159074,4.628062248,40.285,68.454,18.825197770272293,9.19,36.0,0.721,53.41296928,46.58703072,89.50523473,91.93527564,America
Cyprus,6.827,5.380504059,8.399155342,20.98214286,0.972,0.123,0.896,0.819,9.5209,13.03255,2.644016027,56.648,68.766,8.59375,36.58,6.0,0.708,14.28571429,85.71428571,81.13751221,84.81717682,Asia
Czechia,9.709,8.215039321,4.378451583,15.86051744,0.989,0.12,0.889,0.85,1.25563,8.7672,3.112524748,51.668,68.064,4.386951631,21.3,3.0,0.748,22.06405694,77.93594306,99.83693695,99.78072357,Europe
C̫te d'Ivoire,104.968,0.381780097,34.3359808,1.818181818,0.887,0.613,0.55,0.358,45.60904,27.04145,30.35745239,45.92,64.893,34.90909091,3.26,617.0,0.54,15.58073654,84.41926346,23.87971266,32.16237494,Africa
Denmark,1.908,4.522442415,5.186913722,15.29535865,0.98,0.013,0.948,0.898,2.50376,10.05068,3.006301165,57.721,66.653,5.274261603,25.86,4.0,0.803,39.66480447,60.33519553,95.06726074,95.23809814,Europe
Djibouti,22.722,0.355728745,24.099487743922072,7.662082515,0.8789739405189037,0.4094639215577987,0.509,0.3800616280289468,18.849203935559235,27.74495175,25.70430756,17.218,44.147,24.808466000625092,15.86,248.0,0.47,26.15384615,73.84615385,72.13793609478017,77.53535276600925,Africa
Dominica,38.49,1.934403912,18.61085102493936,9.900194447200384,0.9638594862830285,0.29196058866550345,0.72,0.5913088686874985,19.609780207141252,27.270306857637763,8.952466011,51.94251391519457,70.69368279985501,19.244085303585607,18.23062757237087,93.72059222373608,0.6385782414355422,34.375,65.625,59.8484763074821,64.05548532859879,America
Dominican Republic,65.629,2.559875589,19.4119047,6.258148631,1.014,0.429,0.767,0.618,15.04513,25.628189,17.5623951,49.577,75.162,19.42633638,9.54,95.0,0.719,25.67567568,74.32432432,77.42735419,76.94311955,America
Ecuador,63.163,1.753199871,17.76487784,4.864864865,0.98,0.362,0.74,0.604,13.3739,31.050541,8.870192528,53.344,76.519,18.37837838,7.74,59.0,0.704,39.41605839,60.58394161,53.01758957,52.00579071,America
Egypt,44.767,2.085874268,28.03942983,5.335157319,0.882,0.443,0.731,0.519,36.94291,36.503,10.67237949,15.385,67.088,29.00136799,8.22,37.0,0.692,22.86995516,77.13004484,81.57427958,76.60529677,Africa
El Salvador,55.89,0.944111387,18.60811171,3.407407407,0.964,0.376,0.675,0.548,23.7938081,22.481244,9.549283028,43.579,72.57,18.81481481,5.87,46.0,0.652,27.38095238,72.61904762,42.65145111,51.43286896,America
Equatorial Guinea,139.706,7.316756772,19.696259344826693,12.75167785,0.9259884953255824,0.5503937962799521,0.596,0.48667790101590225,13.928046394992009,15.075858472385402,30.0848732,49.926,58.483,19.69073535727656,15.89,301.0,0.52,20.34883721,79.65116279,66.36352653363298,71.15712724774579,Africa
Eritrea,64.356,0.203678582,18.79471121014954,1.829268293,0.9416501048900157,0.41901109637010037,0.492,0.4178621629879917,16.881807542623406,19.237246589177555,20.2650795,70.183,83.622,18.757423274494315,3.47,480.0,0.483,22.0,78.0,55.95503700090727,62.840736432596614,Africa
Estonia,8.764,7.879475476,6.647519602,23.14606742,1.021,0.1,0.89,0.829,2.02737,14.98963,2.925558805,57.453,70.169,6.853932584,37.53,9.0,0.684,25.74257426,74.25742574,97.55341339,98.1432724,Europe
Eswatini (Kingdom of),69.934,0.823831803,28.60195229,10.48819294119962,0.986,0.54,0.597,0.424,24.10655,37.9,23.79930687,45.622,53.606,28.97822446,21.27430661759277,437.0,0.5236676767884421,18.44660194,81.55339806,33.98,36.16,Africa
Ethiopia,69.221,0.127560389,25.99192684,0.401606426,0.921,0.52,0.498,0.363,42.77036,12.07582,23.12960052,72.335,84.683,27.10843373,0.47,401.0,0.496,39.543058,60.456942,9.137025833,20.10887527,Africa
Fiji,26.843,1.554361952,18.25471094635289,9.645246686150955,0.931,0.318,0.73,0.6059351952134207,2.636659279,36.889505122985234,15.23796844,37.701,75.257,18.69595246373405,18.32840348135725,34.0,0.6546118022335414,21.56862745,78.43137255,90.21557827,87.89150171,Oceania
Finland,4.159,7.090703013,5.224387065,22.23404255,0.989,0.033,0.94,0.89,2.41555,10.48338,2.774231195,56.46,64.029,5.319148936,36.73,3.0,0.731,46.0,54.0,98.9862418,98.45397,Europe
France,9.529,4.23807293,8.485328055,11.07419712,0.99,0.083,0.903,0.825,7.72173,13.91798,3.816274166,51.897,59.675,8.637873754,17.1,8.0,0.803,37.83783784,62.16216216,83.53661346,87.89122009,Europe
Gabon,91.176,1.931138222,21.46330738,5.66572238,0.908,0.541,0.706,0.554,23.47992,21.2138981,19.69610405,39.117,57.012,21.52974504,9.15,252.0,0.666,18.66028708,81.33971292,67.2082324,83.98536007,Africa
Gambia,63.188,0.206859196,29.27151682,2.0,0.924,0.611,0.5,0.348,47.00005,17.46726,23.34724045,48.917,66.259,30.4,3.77,597.0,0.49,8.620689655,91.37931034,29.91536713,43.19478226,Africa
Georgia,31.654,2.498792354,11.41161372,6.608478803,1.007,0.28,0.802,0.706,2.784805013,24.85,6.600036144,50.995,68.03,11.97007481,10.35,25.0,0.749,19.33333333,80.66666667,97.14543915,98.2853775,Asia
Germany,7.465,7.690141865,6.177129593,14.64968153,0.978,0.073,0.942,0.883,2.6632,12.46003,3.408158779,56.843,66.041,6.263269639,19.4,7.0,0.804,34.7826087,65.2173913,96.07321988,96.46214387,Europe
Ghana,64.176,0.514959318,27.33194806,2.215189873,0.946,0.529,0.632,0.458,35.10167,24.14249,22.75168419,64.527,72.234,27.53164557,3.92,308.0,0.618,14.54545455,85.45454545,57.9802799,73.21096064,Africa
Greece,8.479,5.01149663,10.66271436,10.7102593,0.969,0.119,0.887,0.791,11.73784,16.63777,3.612533092,43.297,58.108,10.82299887,15.17,3.0,0.792,21.66666667,78.33333333,69.86016083,77.78988647,Europe
Grenada,32.72,2.620175431,18.525600535539382,10.023057776721721,0.9594494410641117,0.29759656091067443,0.795,0.651007403440351,19.284599820683795,26.658277304451083,9.633924484,49.0495997793565,70.3695820155221,19.166227326346537,17.43702442331569,25.0,0.7083611404796927,32.14285714,67.85714286,61.2388231421565,65.19296061409997,America
Guatemala,64.054,1.05706389,26.12651356,4.146730463,0.917,0.481,0.627,0.46,34.95493,29.56,13.86461067,37.363,80.268,26.63476874,7.24,95.0,0.601,19.375,80.625,29.45459938,35.83335876,America
Guinea,114.829,0.258436989,34.33844766,2.365591398,0.85,0.621,0.465,0.299,50.12411,17.83777,35.05346298,62.061,62.188,35.69892473,4.77,576.0,0.454,16.66666667,83.33333333,7.151153164,19.66277119,Africa
Guinea-Bissau,87.537,0.145716389,36.50182103,9.553435246490327,0.867,0.627,0.483,0.306,42.08704,37.9,29.51842308,63.868,78.373,36.64596273,20.314460595370903,667.0,0.4031973179509261,13.7254902,86.2745098,9.798909187,22.79538155,Africa
Guyana,66.556,2.813164292,17.094939,10.660839460220634,0.978,0.454,0.714,0.591,10.42545,25.1,15.75936699,40.304,64.097,17.22689076,18.547448962636068,169.0,0.6331423941651678,35.71428571,64.28571429,69.5281601,62.23261261,America
Haiti,52.545,0.256039713,38.1192817,1.308411215,0.898,0.635,0.535,0.327,37.33677,50.43867,26.58240509,60.686,68.93,38.87850467,2.4,480.0,0.528,2.739726027,97.26027397,27.94,40.96,America
Honduras,71.972,0.975263329,22.2190672,3.542673108,0.96,0.431,0.621,0.479,21.61233,34.911526,10.1333456,42.33,78.94,22.86634461,6.06,65.0,0.599,27.34375,72.65625,35.84704971,44.83575058,America
"Hong Kong, China (SAR)",1.584,4.16685063,12.42997802,10.238041034360045,0.976,0.18538087811436565,0.952,0.828,9.671619265,25.56271964,2.05559516,53.524,65.771,13.02521008,15.495642922667177,2.0,0.8527832821563298,24.70031588073877,75.29968411906869,77.10043335,83.36814117,Asia
Hungary,22.148,4.99728219,6.37034972,10.75650118,0.987,0.221,0.846,0.792,2.86309,12.29405,3.953909159,52.064,67.21,6.382978723,15.27,12.0,0.755,13.06532663,86.93467337,97.61313629,98.82952881,Europe
Iceland,5.395,8.603839493,4.556437474,33.99374348,0.976,0.043,0.959,0.915,2.20077,9.51407,1.954472423,61.671,70.463,4.588112617,59.61,4.0,0.633,47.61904762,52.38095238,99.76841736,99.66255188,Europe
India,17.234,1.769409088,24.39381027,3.791469194,0.849,0.49,0.633,0.475,36.87573,19.369,16.93670082,19.233,70.092,24.96050553,5.23,133.0,0.609,13.44430218,86.55569782,41.82268012,53.83470565,Asia
Indonesia,33.929,2.155208427,16.86744309,4.680851064,0.941,0.444,0.705,0.585,17.25001669,20.11727,13.23504257,53.704,81.668,17.0212766,6.77,177.0,0.672,21.04347826,78.95652174,51.00518036,58.21279907,Asia
Iran (Islamic Republic of),30.155,8.870210046,11.07722438,12.53229974,0.88,0.459,0.774,0.686,4.984428444,19.71428189,8.532962799,14.354,68.086,11.36950904,13.16,16.0,0.677,5.594405594,94.40559441,71.59315863,75.97091206,Asia
Iraq,62.192,5.241572172,18.80229155,9.329446064,0.803,0.558,0.686,0.554,29.74591,12.67895,13.98201466,11.078,71.763,19.24198251,11.87,79.0,0.622,28.87537994,71.12462006,42.03605395,52.86165844,Asia
Ireland,5.941,6.753775883,6.161783203,27.83068783,0.987,0.074,0.945,0.886,3.39666,12.26296,2.825729609,56.526,68.573,6.243386243,49.25,5.0,0.682,27.27272727,72.72727273,88.12758125,85.95681296,Europe
Israel,7.614,6.510389017,10.86813024,19.04243743,0.992,0.083,0.919,0.815,6.272,23.134,3.198390722,58.518,66.075,11.31664853,30.76,3.0,0.744,28.33333333,71.66666667,91.55364866,93.70608839,Asia
Italy,3.993,5.02491109,11.22130912,9.162011173,0.97,0.056,0.895,0.791,10.05442,20.87235,2.737157345,39.89,57.592,11.62011173,11.85,2.0,0.813,35.26315789,64.73684211,78.6272583,86.09230804,Europe
Jamaica,32.764,2.508977035,15.73566602,6.488011283,0.99,0.335,0.709,0.591,6.51579,31.96616,8.725048065,56.095,70.003,16.64315938,9.95,80.0,0.663,30.95238095,69.04761905,74.33101903,66.38198168,America
Japan,2.903,8.149938667,7.894689109,14.37837838,0.97,0.083,0.925,0.85,4.511,16.662889,2.510178328,53.3,71.031,8.108108108,18.18,5.0,0.792,14.24541608,85.75458392,95.86,92.72,Asia
Jordan,25.369,2.497997184,14.20510318,5.138888889,0.887,0.471,0.72,0.617,15.44186,17.91185,9.261599541,13.469,62.322,14.30555556,7.03,46.0,0.683,11.79487179,88.20512821,77.37870026,84.21157074,Asia
Kazakhstan,21.877,15.51581435,6.925083065,27.25030826,0.998,0.161,0.811,0.755,3.16666,10.33987,7.268719196,63.27,75.518,6.905055487,34.41,10.0,0.59,24.51612903,75.48387097,99.82169344,99.98009664,Asia
Kenya,64.185,0.300273588,25.6850841,2.434782609,0.941,0.506,0.575,0.426,22.89552,33.14821,21.01152229,70.984,75.564,25.91304348,4.62,342.0,0.561,23.24455206,76.75544794,31.07780546,37.66723653,Africa
Kiribati,40.477,0.56992524,17.15409705,10.04143784298206,0.9254850350027477,0.4231979429261687,0.624,0.516,9.63653,19.35687,22.46889114,45.33876031766747,65.27156967416879,17.30769231,20.69450136630885,92.0,0.5572666695803411,6.666666667,93.33333333,75.53725758652308,79.42574992270937,Oceania
Korea (Democratic People's Rep. of),2.325,1.13702274,20.00292244394772,1.189906216695349,1.0005865794504445,0.30078852687557445,0.6728094583501605,0.5396762494474665,16.785571225476584,32.26219375326617,10.96100235,77.185,86.141,20.451160168148057,0.75,89.0,0.6680180537059223,17.61280932,82.38719068,59.33086090455546,64.72268812004495,Asia
Korea (Republic of),2.211,11.65622391,9.264535208,18.7027027,0.944,0.067,0.925,0.838,8.836042338,16.13,2.827563286,53.391,72.448,9.405405405,22.01,11.0,0.752,19.0,81.0,83.08193619,93.09085515,Asia
Kuwait,5.638,20.82510746,17.161876900804803,45.60770156,1.009,0.305,0.831,0.6916780126151884,22.10817735,23.822108777348063,5.555344582,47.428,83.804,17.84590986941366,65.32,12.0,0.452,1.538461538,98.46153846,60.90419675,55.1536148,Asia
Kyrgyzstan,34.697,1.763865121,9.226713037,4.913294798,0.966,0.37,0.692,0.627,3.36425,13.83059,10.48529911,42.141,71.67,9.393063584,7.82,60.0,0.658,20.45454545,79.54545455,100.0,99.80193376,Asia
Lao People's Democratic Republic,73.175,4.652122998,24.17681998,7.907742998,0.949,0.478,0.607,0.459,31.31796,20.58334,20.62915993,74.785,78.093,24.38220758,9.64,185.0,0.559,21.95121951,78.04878049,37.66,47.74,Asia
Latvia,11.216,3.590715291,7.961744167,17.03360371,1.025,0.151,0.863,0.792,2.22774,17.45024,4.207252502,54.542,66.827,8.227114716,31.04,19.0,0.716,29.0,71.0,99.7160358,99.27289181,Europe
Lebanon,20.306,3.804777564,17.672571513886982,8.498583569,0.882,0.432,0.706,0.5817461076628262,6.177,41.28348691787547,5.557227612,20.75,64.332,18.241724527924593,12.4,29.0,0.646,4.6875,95.3125,54.31374759,55.56182719,Asia
Lesotho,89.568,1.019209252,27.39429777,10.37906057556817,0.985,0.557,0.514,0.372,19.55712,29.57664,33.0491333,56.071,71.343,27.62645914,20.7268929652193,544.0,0.4414029259000344,22.87581699,77.12418301,27.18479273,24.55728122,Africa
Liberia,123.38,0.199498545,30.66384255,1.455301455,0.871,0.648,0.481,0.33,42.11968,19.74577,30.12607765,69.782,79.717,31.39293139,2.71,661.0,0.474,9.708737864,90.29126214,20.76,39.16,Africa
